TargetPath,Url,TotalBytes,StartTime,EndTime,MimeType
C:\Users\Administrator\Downloads\ChromeSetup.exe,https://www.google.cn/chrome/index.html,1343320,2022-03-08T15:37:51.64107Z,2022-03-08T15:37:53.21138Z,application/octet-stream
C:\Users\Administrator\Downloads\sogou_pinyin_118a.exe,https://pinyin.sogou.com/,83473904,2022-03-08T15:40:00.781731Z,2022-03-08T15:40:03.098253Z,application/octet-stream
